species	tax_id	in_emu	n_reads	mean_de	mean_AS
Ruminococcus albus	1264	True	6	0.10781666666666667	1694.3333333333333
Enterococcus faecalis	1351	False	6	0.034466666666666666	2455.3333333333335
Terasakiella brassicae	1634917	False	6	0.14648333333333333	1342.3333333333333
Tepidibaculum saccharolyticum	2164149	False	6	0.11125	1551.1666666666667
Pelospora glutarica	109325	False	6	0.08591666666666666	1940.3333333333333
Clostridium diolis	223919	False	6	0.041166666666666664	2310.0
Parasporobacterium paucivorans	115544	True	6	0.10835	1739.0
Dechloromonas hortensis	337779	False	6	0.060200000000000004	2160.6666666666665
Aggregatibacter segnis	739	False	5	0.033999999999999996	2398.8
Streptococcus cristatus	45634	False	5	0.007239999999999999	2640.0
Streptococcus mitis	28037	False	5	0.007180000000000001	2670.0
Clostridium butyricum	1492	True	5	0.09228	1865.2
Enterocloster clostridioformis	1531	False	5	0.09084	1669.0
Anaerofustis stercorihominis	214853	False	5	0.06324	2103.2
Klebsiella grimontii	2058152	False	5	0.00868	2647.2
Agitococcus lubricus	1077255	False	5	0.061380000000000004	2128.6
Leuconostoc mesenteroides	1245	False	5	0.00552	2692.8
Muricomes intestini	1796634	False	5	0.06878000000000001	2139.2
Lentimicrobium saccharophilum	1678841	False	5	0.1044	1804.8
Natranaerovirga pectinivora	682400	True	4	0.135875	1427.5
Rhodoferax saidenbachensis	1484693	False	4	0.090675	1814.5
Parvibacter caecicola	747645	False	4	0.05835	2069.0
Macrococcus bovicus	69968	False	4	0.1694	1170.5
Hespellia stercorisuis	180311	False	4	0.14575	1284.5
Ruminiclostridium cellulolyticum	1521	True	4	0.1701	987.5
Saccharofermentans acetigenes	319644	True	4	0.152725	1306.5
Trichococcus pasteurii	43064	False	4	0.05235	2246.5
Clostridium saccharoperbutylacetonicum	36745	False	4	0.0717	2036.5
Paenibacillus illinoisensis	59845	False	4	0.15715	1185.0
Streptococcus rubneri	1234680	False	4	0.052375000000000005	2264.0
Lactobacillus sakei	1599	False	4	0.03495	2467.0
Rhizobium sp. NXC14	1981173	False	4	0.123225	1364.5
Coprobacillus cateniformis	100884	False	4	0.030524999999999997	2381.0
Pseudobutyrivibrio xylanivorans	185007	True	3	0.1025	1730.0
Barnesiella viscericola	397865	False	3	0.11963333333333333	1441.3333333333333
Lachnoclostridium phytofermentans	66219	False	3	0.08086666666666666	2011.3333333333333
Haemophilus pittmaniae	249188	False	3	0.027	2460.6666666666665
Anaerostipes caccae	105841	False	3	0.0289	2382.6666666666665
Spiroplasma diminutum	216936	False	3	0.16013333333333332	1253.3333333333333
Spiroplasma floricola	216937	False	3	0.16513333333333333	1212.6666666666667
Candidatus Liberibacter africanus	34020	False	3	0.18536666666666668	657.3333333333334
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	2056494	False	3	0.11956666666666667	1542.6666666666667
Geosporobacter ferrireducens	1424294	False	3	0.1684	1032.6666666666667
Solobacterium moorei	102148	False	3	0.023266666666666668	2475.3333333333335
Longicatena caecimuris	1796635	False	3	0.10456666666666665	1625.3333333333333
Leuconostoc gelidum	1244	False	3	0.021166666666666667	2529.3333333333335
Clostridium tetani	1513	False	3	0.14723333333333333	1322.6666666666667
Crinalium epipsammum	241425	True	3	0.14563333333333334	1422.6666666666667
Paraeggerthella hongkongensis	230658	False	3	0.05653333333333333	2188.6666666666665
Oribacterium asaccharolyticum	1501332	False	3	0.04906666666666667	2230.0
Moorella thermoacetica	1525	False	3	0.1234	1474.0
Magnetospira sp. QH-2	1288970	False	3	0.14166666666666666	1454.6666666666667
Anaerocolumna xylanovorans	100134	False	3	0.1079	1675.3333333333333
Agrobacterium rubi	28099	False	3	0.14673333333333333	1365.0
Actinomyces pacaensis	1852377	False	3	0.013966666666666667	2585.3333333333335
Niveispirillum fermenti	1233113	False	3	0.1409	1429.3333333333333
Streptococcus anginosus	1328	False	3	0.014966666666666665	2608.6666666666665
Alistipes senegalensis	1288121	True	3	0.072	2076.0
Streptococcus gwangjuense	1433513	False	3	0.007066666666666666	2672.6666666666665
Sutterella massiliensis	1816689	False	3	0.08579999999999999	1657.0
Sutterella megalosphaeroides	2494234	True	2	0.09565	1672.0
Anaerostipes rhamnosivorans	1229621	True	2	0.04395	2336.0
Streptococcus sp. oral taxon 431	712633	False	2	0.0091	2657.0
Anaeroplasma abactoclasticum	2087	False	2	0.1776	905.0
Shuttleworthia satelles	177972	False	2	0.1511	1330.0
Sideroxydans lithotrophicus	63745	False	2	0.1071	1750.0
Spiroplasma sabaudiense	216944	True	2	0.16335	1199.0
Sporomusa malonica	112901	False	2	0.1409	1378.0
Staphylococcus agnetis	985762	False	2	0.1378	1407.5
Staphylococcus lutrae	155085	False	2	0.17105	955.0
Asaccharospora irregularis	29359	False	2	0.10555	1592.0
Desulfovibrio sp. G11	631220	False	2	0.036699999999999997	2354.0
Enterobacter cancerogenus	69218	False	2	0.0265	2462.0
Macrococcus sp. IME1552	1898474	False	2	0.14875	1408.0
Actinomyces graevenitzii	55565	False	2	0.00735	2647.0
Neisseria subflava	28449	False	2	0.01135	2616.0
Neorhizobium galegae	399	False	2	0.1449	1231.0
Ruficoccus amylovorans	1804625	False	2	0.1263	1600.0
Candidatus Accumulibacter phosphatis	327160	False	2	0.0438	2353.0
Salmonella enterica	28901	False	2	0.04465	2408.0
Shigella flexneri	623	False	2	0.08875	1858.5
Gordonibacter pamelaeae	471189	False	2	0.00415	2615.0
Gracilibacter thermotolerans	342666	False	2	0.11785000000000001	1689.0
Shigella sonnei	624	False	2	0.037000000000000005	2384.0
Enterococcus faecium	1352	False	2	0.009049999999999999	2667.0
Enterorhabdus caecimuris	671266	False	2	0.07719999999999999	1964.0
Escherichia albertii	208962	False	2	0.10064999999999999	1741.0
Geomonas soli	2496871	False	2	0.1172	1594.0
Lactiplantibacillus plantarum	1590	False	2	0.00575	2723.0
Rhizobium sp. WL3	2603277	False	2	0.14285	1351.0
Portibacter lacus	1099794	False	2	0.1207	1632.0
Rivularia sp. PCC 7116	373994	False	2	0.17415	1023.0
Prolixibacter denitrificans	1541063	False	2	0.132	1502.0
Brevundimonas abyssalis	1125965	False	2	0.1422	1256.0
Caldicoprobacter faecalis	937334	False	2	0.15055000000000002	1380.0
Parvularcula dongshanensis	1173995	False	2	0.16294999999999998	1029.0
Paenibacillus sputi	646095	False	2	0.16849999999999998	1156.0
Paenibacillus thiaminolyticus	49283	False	2	0.1429	1232.0
Clostridium bornimense	1216932	False	2	0.004849999999999999	2623.0
Petrocella atlantisensis	2173034	False	2	0.12885000000000002	1543.5
Clostridium septicum	1504	False	2	0.11985000000000001	1637.0
Olegusella massiliensis	1776381	False	2	0.11080000000000001	1511.0
Ornatilinea apprima	1134406	False	2	0.16544999999999999	1174.0
Lactobacillus reuteri	1598	False	2	0.00715	2725.0
Leptolinea tardivitalis	229920	False	2	0.1162	1684.0
Tepidibacillus fermentans	1281767	False	2	0.1629	1153.0
Terrisporobacter glycolicus	36841	True	2	0.1202	1579.0
Anaerofilum agile	52786	False	2	0.0781	1936.0
Thermovirga lienii	336261	False	2	0.15115	1291.0
Tychonema bourrellyi	54313	False	2	0.13290000000000002	1465.0
Hungateiclostridiaceae bacterium KB18	1834198	True	2	0.16085	1219.0
Haemophilus sputorum	1078480	False	2	0.01025	2635.0
Haliscomenobacter hydrossis	2350	False	2	0.13224999999999998	1447.0
Fervidicella metallireducens	655338	False	2	0.1859	820.0
Acholeplasma cavigenitalium	264633	False	2	0.1596	1272.0
Acholeplasma vituli	69473	False	2	0.1538	1317.0
Actinomyces naeslundii	1655	False	2	0.06135	2176.0
Actinomyces oris	544580	False	2	0.011949999999999999	2636.0
Bacillus manliponensis	574376	False	2	0.18359999999999999	1056.0
[Clostridium] herbivorans	39479	False	2	0.08285000000000001	2041.0
Streptococcus intermedius	1338	False	2	0.0069	2693.0
Streptococcus koreensis	2382163	False	2	0.0738	1952.5
Streptococcus pneumoniae	1313	False	2	0.12955	1452.0
Sunxiuqinia rutila	1397841	False	1	0.1184	1672.0
Streptococcus milleri	33040	False	1	0.0029	2728.0
Bacillus velezensis	492670	False	1	0.0829	1918.0
Bacillus coagulans	1398	False	1	0.0036	2716.0
Bacillus halotolerans	260554	False	1	0.0219	2552.0
Bacillus licheniformis	1402	False	1	0.0937	1938.0
Bacillus solisilvae	1516104	False	1	0.1813	1036.0
Bacillus thuringiensis	1428	True	1	0.0007	2738.0
[Clostridium] cocleatum	69824	False	1	0.1036	1810.0
[Clostridium] methoxybenzovorans	81424	False	1	0.0599	2196.0
[Eubacterium] brachy	35517	False	1	0.1645	1061.0
[Eubacterium] cellulosolvens	29322	False	1	0.1159	1636.0
Agrobacterium fabrum	1176649	False	1	0.1425	1394.0
Aliidongia dinghuensis	1867774	True	1	0.1675	1018.0
Alistipes dispar	2585119	False	1	0.0824	1624.0
Veillonella rogosae	423477	False	1	0.0043	2282.0
Wandonia haliotis	574963	False	1	0.1271	1605.0
Actinomyces sp. oral taxon 171	706438	False	1	0.0087	2694.0
Acutalibacter muris	1796620	True	1	0.1362	1432.0
Aerococcus urinaehominis	128944	False	1	0.15	1338.0
Agathobacter ruminis	1712665	False	1	0.0879	1782.0
Acholeplasma parvum	264639	False	1	0.2124	731.0
Acidisarcina polymorpha	2211140	False	1	0.0636	2096.0
Geofilum rhodophaeum	1965019	False	1	0.154	1276.0
Ignavibacterium album	591197	False	1	0.1247	1556.0
Irregularibacter muris	1796619	False	1	0.1578	1328.0
Ferruginibacter paludis	1310417	False	1	0.0829	1976.0
Fictibacillus arsenicus	255247	False	1	0.1812	712.0
Flexibacter flexilis	998	False	1	0.1634	1198.0
Herbaspirillum seropedicae	964	False	1	0.059	2224.0
Hwanghaeella grinnelliae	2500179	False	1	0.1485	1328.0
Hypnocyclicus thermotrophus	1627895	False	1	0.1467	1259.0
[Eubacterium] tenue	1737	False	1	0.032	2324.0
Haemophilus paraphrohaemolyticus	736	False	1	0.0176	2558.0
Haloimpatiens lingqiaonensis	1380675	False	1	0.1374	1434.0
Soonwooa purpurea	1938559	False	1	0.209	668.0
Thermoanaerobacterium thermosaccharolyticum	1517	False	1	0.1402	1414.0
Thermosipho globiformans	380685	False	1	0.1862	840.0
Trichococcus patagoniensis	382641	False	1	0.0881	1628.0
Veillonella rodentium	248315	False	1	0.0606	2224.0
Acetobacterium woodii	33952	False	1	0.1973	968.0
Syntrophorhabdus aromaticivorans	328301	False	1	0.0598	1788.0
Syntrophus aciditrophicus	316277	False	1	0.1242	1624.0
Terasakiella pusilla	64973	False	1	0.1429	1398.0
Terrimonas soli	2024524	False	1	0.1106	1750.0
Streptomyces sp. TN58	234612	False	1	0.1399	1254.0
Dongia mobilis	578943	False	1	0.1527	1302.0
Edaphobacter aggregans	570835	False	1	0.163	1126.0
Lewinella cohaerens	70995	False	1	0.1604	1284.0
Lewinella lacunae	1517758	False	1	0.1756	994.0
Longilinea arvoryzae	360412	False	1	0.1495	1286.0
Desulfobulbus elongatus	53332	False	1	0.0383	2431.0
Desulfohalovibrio alkalitolerans	293256	False	1	0.1259	1630.0
Leptolyngbya sp. PCC 7376	111781	False	1	0.1409	1352.0
Leptospira idonii	1193500	False	1	0.1583	1156.0
Levilinea saccharolytica	229921	False	1	0.1469	1384.0
Levyella massiliensis	938289	False	1	0.1923	940.0
Lactobacillus fabifermentans	483011	False	1	0.1339	1440.0
Lactobacillus helveticus	1587	False	1	0.0007	2764.0
Lactobacillus rhamnosus	47715	False	1	0.0058	2722.0
Lactobacillus sanfranciscensis	1625	False	1	0.2043	642.0
Lactococcus kimchii	2568007	False	1	0.0756	1876.0
Lysinibacillus sphaericus	1421	False	1	0.1958	752.0
Corynebacterium durum	61592	False	1	0.0118	2613.0
Crocinitomix algicola	1740263	False	1	0.1634	1292.0
Cronbergia siamensis	213767	False	1	0.1501	1398.0
Daejeonella rubra	990371	False	1	0.1245	1534.0
Dechloromonas denitrificans	281362	False	1	0.0632	2069.0
Dehalobacter sp. DCA	1147129	False	1	0.1578	1292.0
Clostridium subterminale	1550	False	1	0.1422	1419.0
Clostridium tarantellae	39493	False	1	0.1186	1656.0
Clostridium tertium	1559	True	1	0.1019	1782.0
Cohnella abietis	2507935	False	1	0.15	1294.0
Coraliomargarita akajimensis	395922	False	1	0.158	1328.0
Paenibacillus antarcticus	253703	True	1	0.1605	1258.0
Paenibacillus arcticus	1682150	False	1	0.1556	1260.0
Paenibacillus kribbensis	172713	False	1	0.1501	1334.0
Paenibacillus polymyxa	1406	False	1	0.1589	1236.0
Paenibacillus pueri	512397	False	1	0.1799	786.0
Oribacterium sinus	237576	False	1	0.0076	2568.0
Oxobacter pfennigii	36849	False	1	0.1118	648.0
Paenibacillus alvei	44250	False	1	0.1671	1066.0
Clostridioides difficile	1496	False	1	0.116	1668.0
Clostridium aurantibutyricum	1551	False	1	0.0713	2020.0
Clostridium cadaveris	1529	False	1	0.1624	1260.0
Clostridium chauvoei	46867	False	1	0.1244	1552.0
Clostridium isatidis	182773	True	1	0.0996	1780.0
Phaeodactylibacter xiamenensis	1524460	False	1	0.1183	1612.0
Candidatus Saccharibacteria bacterium oral taxon 957	2572088	False	1	0.0136	2390.0
Carboxylicivirga linearis	1628157	False	1	0.1114	1738.0
Casaltella massiliensis	938278	False	1	0.074	2058.0
Cellulosilyticum sp. WCF-2	2497860	False	1	0.0638	2142.0
Chryseolinea soli	2321403	False	1	0.1076	1786.0
Cloacibacillus porcorum	1197717	False	1	0.1099	1706.0
Parvimonas micra	33033	False	1	0.0348	2400.0
Pedobacter mongoliensis	2100740	False	1	0.1475	1446.0
Peptoniphilus coxii	755172	False	1	0.0363	2372.0
Desulfallas arcticus	341036	False	1	0.1571	1307.0
Paenibacillus sp. FSL P4-0081	1536769	False	1	0.1674	1164.0
Paenibacillus swuensis	1178515	False	1	0.1698	1210.0
Paludibacter propionicigenes	185300	False	1	0.0376	2392.0
Brevifollis gellanilyticus	748831	False	1	0.1466	1372.0
Caenispirillum bisanense	414052	False	1	0.1465	1360.0
Calculibacillus koreensis	1433543	False	1	0.1555	1172.0
Caldicoprobacter algeriensis	699281	False	1	0.1737	1131.0
Calothrix parietina	32054	False	1	0.1466	1354.0
Rhodoferax koreense	1842727	False	1	0.1419	1426.0
Rhodoligotrophos appendicifer	987056	False	1	0.1797	698.0
Rickettsia endosymbiont of Bemisia tabaci	337479	False	1	0.1863	660.0
Romboutsia ilealis	1115758	False	1	0.1114	1668.0
Propionispira paucivorans	86958	False	1	0.1995	660.0
Pseudomonas aeruginosa	287	False	1	0.0029	2688.0
Rhabdanaerobium thermarum	1715347	False	1	0.1245	1588.0
Rhodoferax ferrireducens	192843	False	1	0.0825	1992.0
Clostridium paraputrificum	29363	False	1	0.0614	2116.0
Clostridium saccharobutylicum	169679	False	1	0.1258	1306.0
Planctomycetes bacterium CA11	2527988	False	1	0.1325	1480.0
Porphyromonas circumdentaria	29524	False	1	0.0924	1932.0
Prevotella bivia	28125	False	1	0.1147	1700.0
Hathewaya histolytica	1498	False	1	0.2083	626.0
Lactobacillus aviarius	1606	False	1	0.1742	1109.0
Ezakiella coagulans	46507	False	1	0.0022	2706.0
Klebsiella michiganensis	1134687	False	1	0.0328	1974.0
Klebsiella sp. LTGPAF-6F	1905288	False	1	0.097	1762.0
Kocuria sp. BT304	1702043	False	1	0.0572	2180.0
Laceyella sacchari	37482	True	1	0.0179	90.0
Enterocloster asparagiformis	333367	False	1	0.0933	1888.0
Enterococcus aquimarinus	328396	False	1	0.0109	2673.0
Erysipelothrix inopinata	225084	False	1	0.1646	1246.0
Gloeobacter kilaueensis	1416614	False	1	0.1486	1328.0
Prevotella corporis	28128	False	1	0.0118	2604.0
Bacteroides oleiciplenus	626931	False	1	0.1081	1782.0
Bacteroides timonensis	1470345	False	1	0.0823	1622.0
Bellilinea caldifistulae	360411	False	1	0.114	1686.0
Salimesophilobacter vulgaris	979619	False	1	0.1374	1494.0
Sedimentibacter acidaminivorans	913099	False	1	0.0576	2180.0
Sediminibacterium salmoneum	426421	False	1	0.1349	1465.0
Shigella boydii	621	False	1	0.022	1992.0
Roseiarcus fermentans	1473586	False	1	0.1477	1148.0
Roseimarinus sediminis	1610899	False	1	0.0908	1824.0
Rothia aeria	172042	False	1	0.0414	2314.0
Rothia dentocariosa	2047	False	1	0.0045	2650.0
Ruminiclostridium papyrosolvens	29362	False	1	0.1523	1239.0
Calothrix sp. PCC 7507	99598	False	1	0.1452	1384.0
Caminibacter mediatlanticus	291048	False	1	0.2011	774.0
Candidatus Cloacimonas acidaminovorans	456827	False	1	0.1395	1362.0
Acinetobacter sp. SWBY1	2079596	False	1	0.0902	1872.0
Actinobaculum sp. 313	2495645	False	1	0.0566	2198.0
Lactococcus taiwanensis	1151742	False	1	0.1601	1250.0
Nitrolancea hollandica	1206749	False	1	0.1448	1246.0
Nordella oligomobilis	169056	False	1	0.0654	2058.0
Occallatibacter riparius	1002689	False	1	0.1535	1286.0
Ohtaekwangia kribbensis	688913	False	1	0.1129	1406.0
Mariniphaga sediminis	1628158	False	1	0.145	1452.0
Melioribacter roseus	1134405	False	1	0.1719	1022.0
Methylobacter tundripaludum	173365	False	1	0.1106	1688.0
Methylomonas methanica	421	False	1	0.1123	1706.0
Macrococcus equipercicus	69967	False	1	0.1669	1130.0
Mageeibacillus indolicus	884684	False	1	0.1972	734.0
Maribellus luteus	2305463	False	1	0.077	2046.0
Marimicrobium arenosum	1570281	False	1	0.0472	2316.0
Eggerthella sinensis	242230	False	1	0.0023	2642.0
Emticicia paludis	1681837	False	1	0.1506	1348.0
Endomicrobium proavitum	1408281	False	1	0.1588	1296.0
Enterobacter sp. Crenshaw	1977566	False	1	0.1082	1683.0
Luteolibacter flavescens	1859460	False	1	0.0265	2482.0
Enterobacter sp. HK169	1868135	False	1	0.0044	2676.0
Desulfosporosinus meridiei	79209	False	1	0.1462	1476.0
Desulfosporosinus orientis	1563	False	1	0.191	930.0
Desulfovibrio alaskensis	58180	False	1	0.1118	1626.0
Desulfovibrio simplex	54565	False	1	0.1474	1292.0
Domibacillus robiginosus	1071054	False	1	0.214	566.0
Candidatus Promineofilum breve	1806508	False	1	0.0959	1868.0
Staphylococcus pseudintermedius	283734	False	1	0.1465	1412.0
Aquabacterium commune	70586	False	1	0.0289	2460.0
Arcobacter cryaerophilus	28198	False	1	0.0657	2072.0
Azospirillum halopraeferens	34010	False	1	0.1473	1336.0
Azospirillum sp. TSH58	664962	True	1	0.1536	1312.0
Spiroplasma eriocheiris	315358	False	1	0.2129	658.0
Spiroplasma sp. TU-14	1898044	False	1	0.1573	1298.0
Staphylococcus lugdunensis	28035	False	1	0.066	2146.0
Sphingobacterium sp. ML3W	1538644	False	1	0.1205	1684.0
Sphingopyxis bauzanensis	651663	False	1	0.0183	2444.0
Spiroplasma apis	2137	False	1	0.1617	1298.0
Spiroplasma atrichopogonis	1114980	True	1	0.1602	1276.0
Spiroplasma cantharicola	362837	False	1	0.1602	1276.0
Spiroplasma culicicola	216935	True	1	0.1651	1254.0
Blautia marasmi	1917868	False	1	0.1321	1513.0
Simplicispira metamorpha	80881	False	1	0.0458	2208.0
Smithella propionica	92485	False	1	0.0837	1979.0
Bacillus toyonensis	155322	False	1	0.035	2422.0
Flexilinea flocculi	1678840	False	1	0.1266	1562.0
Flintibacter butyricus	1417852	False	1	0.1372	788.0
Fusobacterium periodonticum	860	False	1	0.0726	1982.0
Gemella morbillorum	29391	False	1	0.0044	2718.0
Geminocystis sp. NIES-3709	1617448	False	1	0.0827	1904.0
Geobacter psychrophilus	286698	False	1	0.0555	2272.0
Streptococcus suis	1307	False	1	0.0526	2252.0
Streptococcus sp. 1643	2576376	False	1	0.0044	2698.0
Syntrophococcus sucromutans	84037	False	1	0.099	1784.0
Alkalihalobacillus berkeleyi	1069813	False	1	0.1554	1346.0
Alkaliphilus hydrothermalis	1482730	False	1	0.145	1396.0
Alkalitalea saponilacus	889453	False	1	0.1535	1252.0
Aminipila sp. JN-18	2507160	True	1	0.1048	1822.0
Anabaena sp. WA102	1647413	False	1	0.1592	1156.0
Anaerococcus tetradius	33036	False	1	0.0112	2569.0
Actinomyces massiliensis	461393	False	1	0.0518	2282.0
